label,lr_pred,lr_proba
0,0,0.11901675268160972
0,0,0.24604123550540463
0,0,0.027963362678860886
0,0,0.01046125584747871
0,0,0.033571599211158216
0,0,0.03496304622218761
0,0,0.0018160812830009232
0,0,0.033833086258940506
0,0,0.004724002574290435
0,0,0.02863378503789252
0,0,0.002529472926511861
0,0,0.036702021093682244
0,0,0.031225257623540035
0,0,0.019419326620648197
0,0,0.030411023242875288
0,0,0.04955144182486574
0,0,0.01856298807931724
0,0,0.04093754948133005
0,0,0.05733874292718801
0,0,0.020286166849975754
0,0,0.06499996486357708
0,0,0.018095249741259218
0,0,0.020565007473293866
0,0,0.0335294707852257
0,0,0.02098900369187442
0,0,0.047961335622762453
0,0,0.028579523377278402
0,0,0.0507440031057455
0,0,0.02838097507463525
0,0,0.010682755103090684
0,0,0.08543976097253486
0,0,0.03074896942553392
0,0,0.062324640118009665
0,0,0.03446725360302848
0,0,0.02815060768756357
0,0,0.03486557323589029
0,0,0.027188361964083585
0,0,0.04213569870556679
0,0,0.039752148462242363
0,0,0.03204198248568537
0,0,0.05499378407719751
0,0,0.043274708565612816
0,0,0.040455579668011624
0,0,0.04833831083033945
0,0,0.041228303897996796
0,0,0.005219185938447932
0,0,0.012767692242054807
0,0,0.029960241328766665
0,0,0.044502389141413454
0,0,0.028713856146771338
0,0,0.08797743948599475
0,0,0.03725207908501136
0,0,0.06027560961194994
0,0,0.0323150639242947
0,0,0.05929715325350876
0,0,0.03940542654777209
0,0,0.07665544223904784
0,0,0.04727454578131338
0,0,0.029388529155447547
0,0,0.10358858446985039
0,0,0.024734650786145132
0,0,0.03691320001576539
0,0,0.03298510921045447
0,0,0.06539228970933773
0,0,0.056877922442383676
0,0,0.06637294431945132
0,0,0.030755967568858397
0,0,0.03196246363200406
0,0,0.01805262051063603
0,0,0.06191420158181468
0,0,0.0508015766841351
0,0,0.02461452056895969
0,0,0.048583806120192946
0,0,0.10588787534732044
0,0,0.0378178176440339
0,0,0.02996398159975379
0,0,0.2070038461512638
0,0,0.0417114912613699
0,0,0.037222169037394094
0,0,0.029594718606849115
0,0,0.042631764925912814
0,0,0.02990896547039766
0,0,0.09827782112720448
0,0,0.045442760249618686
0,0,0.09890417748736345
0,0,0.04572954287240236
0,0,0.03351990508133731
0,0,0.01982158411868505
0,0,0.033334613102094124
0,0,0.0348845483642859
0,0,0.01732471613747477
0,0,0.058789856311185135
0,0,0.027622411828716085
0,0,0.06159577931878726
0,0,0.023909368665490583
0,0,0.02939244860202465
0,0,0.033645476262519375
0,0,0.04826454723114189
0,0,0.02991270423924182
0,0,0.03604909202159257
0,0,0.05551953140395662
0,0,0.03286843638546792
0,0,0.043912109803859505
0,0,0.04029009670732339
0,0,0.07619668625263401
0,0,0.05846051585719424
0,0,0.04497289450408612
0,0,0.032817669549255954
0,0,0.054112391937471964
0,0,0.03918218924331079
0,0,0.13400629615220797
0,0,0.04821552950385331
0,0,0.023291131348399437
0,0,0.006323809144785651
0,0,0.05108802332973752
0,0,0.006793344270707972
0,0,0.09933926808094826
0,0,0.006808824633644266
0,0,0.2315627124378613
0,0,0.07011280232243833
0,0,0.0027121242726721876
0,0,0.050276967028922
0,0,0.0032891259024835397
0,0,0.12968495964003862
0,0,0.3106843460656034
0,0,0.020473006186216877
0,0,0.05821772367563507
0,0,0.07623991161564293
0,0,0.02245090717892473
0,0,0.027701141195992898
0,0,0.09157853210690105
0,0,0.009168343721434144
0,0,0.0550846201388212
0,0,0.096595700551246
0,0,0.005173661955919593
0,0,0.08267370398362603
0,0,0.226632447540911
0,0,0.016956830884868965
0,0,0.007548331103335799
0,0,0.0014224149072324418
0,0,0.12789391133029573
0,0,0.001710086770765347
0,0,0.010054356596490188
0,0,0.0075839046010649095
0,0,0.017155393420237766
0,0,0.00236846221362913
0,0,0.020785736731516225
0,0,0.0902008360107601
0,0,0.011710138695898523
0,0,0.03706389376579848
0,0,0.0948742532318404
0,0,0.2411820401547035
0,0,0.15551598176400946
0,0,0.018576189270296122
0,0,0.052379289326145904
0,0,0.009846730188188888
0,0,0.10274812064899887
0,0,0.10674240997204985
0,0,0.030772415222517124
0,0,0.024839728267903125
0,0,0.0597587805821742
0,0,0.03084249058040567
0,0,0.13449306841856104
0,0,0.26787230978614746
0,0,0.004783327319922316
0,0,0.08698467264467885
0,0,0.016492931597521722
0,0,0.014361280297597713
0,0,0.00747108315232152
0,0,0.03821992590819006
0,0,0.1445179781430854
0,1,0.556056864880022
0,0,0.006085953838769783
0,0,0.003895024593906169
0,0,0.04729437753977465
0,0,0.005780621306586436
0,0,0.00748536290668186
0,0,0.007757655323164281
0,0,0.04415842668841437
0,0,0.15487853235715848
0,0,0.015672589059301016
0,0,0.001998755719502916
0,0,0.00223386352649525
0,0,0.05000351205652152
0,0,0.0017889060696494622
0,0,0.048139125745922585
0,0,0.14973968313767194
0,0,0.04407518881999272
0,0,0.012498775975122823
0,0,0.053653166728569124
0,0,0.03323153382668986
0,0,0.011328057297754506
0,0,0.053356041310177606
0,0,0.09849512312184351
0,0,0.12974082183564578
0,0,0.03473696763781519
0,0,0.22166020028831812
0,0,0.04840060921151909
